Monthly_Spending,Visit_Frequency,Customer_Support_Calls,Membership_Years,Discounts_Used,Churn
380,19,1,5,0,0
449,12,4,3,10,0
225,16,1,0,8,0
450,26,8,6,5,0
132,16,4,1,0,0
381,1,0,5,7,0
195,15,8,6,7,0
380,5,9,1,3,0
162,6,4,5,3,0
258,27,0,0,0,0
123,25,8,5,7,0
105,21,8,7,17,0
207,17,9,7,19,0
345,11,9,6,18,0
12,27,8,3,10,0
158,4,5,3,19,0
425,18,9,4,9,0
395,20,9,7,5,0
120,14,1,3,6,0
29,23,6,8,1,0
212,9,1,2,17,0
380,28,3,8,17,0
411,3,3,1,16,0
191,3,9,5,12,0
340,11,6,4,14,0
236,20,5,4,10,0
301,23,9,5,6,0
367,22,6,9,16,0
85,5,5,6,18,0
326,4,0,3,7,0
325,12,3,3,16,0
232,24,2,8,15,0
382,12,6,3,13,0
45,4,6,7,17,1
487,3,3,9,8,0
437,23,6,0,17,0
333,2,3,3,19,0
459,4,8,1,15,0
309,24,2,9,16,0
342,4,9,4,16,0
99,26,1,1,15,0
38,28,4,6,18,0
185,7,8,9,10,0
429,2,2,6,5,0
229,11,0,8,18,0
145,5,8,3,6,0
398,28,4,4,8,0
361,13,1,2,11,0
487,4,5,6,1,0
471,9,2,4,3,0
184,7,8,8,2,0
135,25,2,6,11,0
180,27,1,3,2,0
403,29,2,6,8,0
275,13,5,0,11,0
143,10,2,1,7,0
281,7,8,2,18,0
453,18,8,4,4,0
35,28,8,4,4,0
286,18,1,6,7,0
109,2,6,8,2,0
451,21,1,9,18,0
434,1,0,8,8,0
371,13,4,5,13,0
39,23,7,6,19,0
142,2,2,7,1,0
403,4,6,3,14,0
360,9,5,6,3,0
148,8,0,5,1,0
495,26,6,7,8,0
200,18,2,0,3,0
400,16,3,4,4,0
196,4,9,2,10,0
149,4,1,8,3,0
329,18,0,8,3,0
388,2,4,2,14,0
246,21,5,9,4,0
378,11,1,1,2,0
306,20,9,4,15,0
453,24,5,3,0,0
209,4,5,6,0,0
293,24,7,7,0,0
388,14,7,3,2,0
89,21,5,2,8,0
456,17,6,8,12,0
268,25,3,7,12,0
110,8,4,6,12,0
41,1,5,7,7,0
286,28,5,7,7,0
130,19,2,9,18,0
64,19,8,7,4,0
27,21,3,0,9,0
318,7,7,3,18,0
377,1,3,9,2,0
130,1,5,6,6,0
119,10,0,5,5,0
340,13,1,2,6,0
70,22,5,2,6,0
443,5,2,3,19,0
273,12,6,9,7,0
277,28,0,5,1,0
444,29,2,0,14,0
459,3,2,9,9,0
306,29,0,3,14,0
415,19,3,8,1,0
136,4,7,6,2,0
146,15,6,5,18,0
87,13,6,4,4,0
216,11,4,1,18,0
404,26,3,1,6,0
406,2,9,5,13,0
193,29,5,8,11,0
421,9,1,8,9,0
98,29,0,0,9,0
329,12,6,6,3,0
238,4,3,6,17,0
73,26,6,9,5,0
335,19,5,1,19,0
64,10,8,9,3,0
302,11,9,3,4,0
426,7,5,7,13,0
290,13,2,5,8,0
379,9,6,6,14,0
288,12,8,9,0,0
197,29,9,5,12,0
449,2,5,8,1,0
200,22,6,9,14,0
401,21,7,9,14,0
282,1,3,8,15,0
104,27,4,5,2,0
99,7,3,5,12,0
256,1,0,8,19,0
450,26,5,9,0,0
84,25,6,8,13,0
71,16,1,2,2,0
231,4,5,6,16,0
276,8,1,2,16,0
460,17,9,3,8,0
433,21,4,8,19,0
433,19,0,9,19,0
130,4,2,7,3,0
321,28,3,5,10,0
318,4,3,5,14,0
350,8,1,7,12,0
492,10,7,1,19,0
37,26,5,4,11,0
351,29,8,6,14,0
435,16,5,2,5,0
380,19,2,7,17,0
311,1,1,2,16,0
283,5,8,3,16,0
32,2,2,9,10,0
419,29,5,9,17,0
108,27,9,5,2,0
294,16,1,5,3,0
317,13,6,1,12,0
119,6,0,1,0,0
212,4,8,2,18,0
115,25,0,2,19,0
55,7,8,3,4,0
266,2,0,3,12,0
456,23,0,3,15,0
153,10,7,9,15,0
34,14,0,9,10,0
71,8,7,2,8,0
239,3,2,0,17,0
91,3,3,8,14,0
345,27,1,1,12,0
220,2,5,2,6,0
409,28,6,1,2,0
206,17,9,5,11,0
356,19,2,5,17,0
207,10,8,0,8,0
386,12,2,3,2,0
171,27,6,9,0,0
217,23,3,4,6,0
318,11,4,5,18,0
416,9,8,4,11,0
436,25,2,2,13,0
53,13,2,2,12,0
297,6,8,2,4,0
288,14,8,5,11,0
413,22,3,3,7,0
284,11,0,3,5,0
230,5,0,2,17,0
465,2,8,3,6,0
294,7,5,7,18,0
155,17,4,2,14,0
78,6,9,9,9,0
149,14,2,2,8,0
19,4,2,5,19,0
120,3,1,0,15,0
46,11,6,9,19,0
90,29,8,5,3,0
105,1,5,8,9,0
64,14,9,2,9,0
141,6,0,1,7,0
232,29,5,2,0,0
393,23,7,2,2,0
72,27,7,1,11,0
483,17,9,3,6,0
21,27,2,7,0,0
155,17,0,6,19,0
273,23,4,9,0,0
41,11,5,8,3,0
477,28,9,7,17,0
58,22,8,6,4,0
369,7,1,5,0,0
456,13,0,2,0,0
470,8,6,9,4,0
196,8,1,3,17,0
352,9,1,7,8,0
460,29,2,1,9,0
108,25,3,5,6,0
176,7,6,0,14,0
315,25,0,6,13,0
222,22,5,3,3,0
208,9,6,0,13,0
255,11,2,4,6,0
163,2,2,4,7,0
416,27,1,5,7,0
105,18,4,7,4,0
72,22,6,3,10,0
203,3,2,6,1,0
432,18,6,3,14,0
331,16,7,1,18,0
368,8,2,7,17,0
311,23,0,4,14,0
408,8,2,9,18,0
281,6,5,3,6,0
385,25,0,1,3,0
99,25,8,6,13,0
337,2,2,4,7,0
281,16,2,8,9,0
94,26,6,6,12,0
304,21,6,8,5,0
404,9,5,9,3,0
481,19,6,9,4,0
45,21,4,4,9,0
27,15,7,5,12,0
416,24,9,7,18,0
86,2,1,9,10,0
58,15,4,5,18,0
435,22,8,3,4,0
368,11,3,1,4,0
245,20,7,5,0,0
53,12,2,8,8,0
118,15,5,7,6,0
138,16,7,2,8,0
16,28,8,4,9,0
313,6,6,5,2,0
121,3,5,6,17,0
222,6,5,1,8,0
409,23,5,5,4,0
313,26,9,1,10,0
471,3,8,7,0,0
436,21,2,6,1,0
316,13,3,1,17,0
372,12,2,3,19,0
75,8,8,6,13,0
40,2,4,8,7,0
304,7,9,2,18,0
274,29,7,9,13,0
306,17,7,9,13,0
328,7,8,7,19,0
23,1,9,8,7,1
67,4,6,7,8,0
467,15,2,3,13,0
353,4,4,3,11,0
251,12,2,6,12,0
362,16,1,3,5,0
257,21,2,9,13,0
107,18,9,9,14,0
477,14,8,6,1,0
457,14,8,8,17,0
421,28,7,8,9,0
397,11,6,8,6,0
171,28,0,9,4,0
397,16,8,9,7,0
256,15,9,5,19,0
335,22,1,0,12,0
451,6,5,7,6,0
351,24,9,5,17,0
13,13,4,6,8,0
315,26,5,1,11,0
270,28,7,2,16,0
340,17,7,5,9,0
54,4,9,2,6,0
428,12,1,4,4,0
220,18,6,3,14,0
253,27,1,4,15,0
212,8,0,7,15,0
212,12,7,3,9,0
382,4,8,8,13,0
36,8,6,2,19,0
395,29,3,6,16,0
447,2,6,6,5,0
127,29,3,0,0,0
465,4,6,2,10,0
235,12,3,9,0,0
369,25,8,0,11,0
477,21,4,7,19,0
480,22,6,9,14,0
472,10,7,4,4,0
441,15,4,3,9,0
214,28,0,2,16,0
256,9,3,6,9,0
488,9,2,7,6,0
58,7,6,7,17,0
375,27,5,0,5,0
262,2,5,6,8,0
87,7,1,4,1,0
266,9,5,1,11,0
129,18,7,7,4,0
484,23,4,1,14,0
426,12,8,5,12,0
44,7,1,4,1,0
447,19,6,5,14,0
321,22,5,9,13,0
152,24,5,7,8,0
206,16,3,8,15,0
494,26,9,2,1,0
269,8,8,2,0,0
375,19,5,6,8,0
93,6,7,2,19,0
201,2,7,9,13,0
496,2,3,4,1,0
31,29,4,9,0,0
33,8,1,3,9,0
440,27,3,8,18,0
84,10,5,7,17,0
375,21,1,8,19,0
143,21,1,5,19,0
420,11,9,1,10,0
403,20,6,7,8,0
176,27,9,0,14,0
467,26,4,4,15,0
119,20,2,1,12,0
99,24,2,6,5,0
46,3,6,4,14,1
319,27,2,9,14,0
490,16,9,2,17,0
60,3,4,6,10,0
69,8,1,2,0,0
81,19,2,5,13,0
137,12,3,3,1,0
316,18,0,9,1,0
71,13,3,1,19,0
314,11,3,8,9,0
188,29,2,5,15,0
37,13,9,4,2,0
249,21,8,4,13,0
429,27,2,7,6,0
241,3,1,4,18,0
162,6,6,7,18,0
429,27,8,7,18,0
342,23,5,0,2,0
453,3,4,3,12,0
16,25,0,8,18,0
74,26,2,1,13,0
466,1,8,3,7,0
132,14,7,3,7,0
485,23,8,0,16,0
45,20,7,9,4,0
247,7,0,9,4,0
487,25,7,6,1,0
82,9,7,0,10,0
39,1,4,4,14,0
236,10,5,7,6,0
312,13,1,3,10,0
356,12,0,4,1,0
294,4,7,9,5,0
14,7,6,2,8,0
74,10,3,4,16,0
244,22,6,2,18,0
124,25,1,3,11,0
462,29,1,2,5,0
328,7,6,4,15,0
255,15,2,1,1,0
358,19,5,8,10,0
449,7,6,2,14,0
26,26,6,9,5,0
392,14,9,0,8,0
316,21,3,4,8,0
378,14,2,3,17,0
46,18,0,1,12,0
353,10,6,7,4,0
381,3,8,8,16,0
390,6,0,5,10,0
228,29,4,7,8,0
146,22,3,1,19,0
255,23,9,5,8,0
47,22,1,0,8,0
260,9,6,9,9,0
62,14,6,2,19,0
406,21,7,6,5,0
355,21,2,0,3,0
318,24,5,5,0,0
212,8,3,6,5,0
384,1,2,2,5,0
481,3,3,7,11,0
384,29,0,7,2,0
490,22,6,4,12,0
58,6,6,1,9,0
131,1,6,1,8,0
335,18,1,4,16,0
428,10,0,3,10,0
25,23,8,3,5,0
278,17,1,4,9,0
245,26,4,0,17,0
130,21,4,6,13,0
148,1,7,2,3,0
96,22,0,9,12,0
139,23,6,9,0,0
261,8,2,7,19,0
359,29,1,8,1,0
284,12,4,7,2,0
369,19,3,1,19,0
310,14,8,6,2,0
439,19,0,3,5,0
56,27,2,4,6,0
442,17,2,9,10,0
88,28,3,4,6,0
307,16,6,8,16,0
426,19,4,1,18,0
373,5,9,1,11,0
434,22,5,2,0,0
384,19,2,4,0,0
462,4,4,3,17,0
351,5,1,9,9,0
228,5,3,9,19,0
120,25,2,8,2,0
236,24,2,2,13,0
284,1,3,0,7,0
265,18,7,4,15,0
48,28,7,7,17,0
144,15,0,0,8,0
304,21,4,0,3,0
107,28,1,5,0,0
43,19,9,6,13,0
484,23,5,7,10,0
437,14,2,7,3,0
462,27,9,2,15,0
77,6,9,3,8,0
200,18,8,8,13,0
208,8,8,4,5,0
57,5,7,8,1,0
268,22,1,4,0,0
222,8,1,4,19,0
171,29,1,8,18,0
122,6,4,5,6,0
146,10,9,2,14,0
326,3,8,4,4,0
413,13,6,0,2,0
433,7,6,8,14,0
390,4,2,9,3,0
21,13,2,9,4,0
368,6,9,6,3,0
247,16,2,0,2,0
293,22,0,3,1,0
185,27,7,1,4,0
234,21,1,2,17,0
467,29,6,3,1,0
84,1,8,1,14,0
144,24,1,9,17,0
91,13,0,0,17,0
92,26,4,3,7,0
151,2,9,8,11,0
218,20,4,8,8,0
224,29,0,8,18,0
412,28,8,2,0,0
319,19,2,0,16,0
264,6,1,0,0,0
197,11,6,2,19,0
256,17,4,9,16,0
264,9,3,7,5,0
332,5,3,3,4,0
171,5,8,7,4,0
354,16,8,6,10,0
434,4,0,7,10,0
424,20,9,1,10,0
176,29,6,7,11,0
87,13,7,8,11,0
494,17,4,9,1,0
445,9,6,5,2,0
184,25,7,2,6,0
29,13,7,6,19,0
105,16,8,8,13,0
490,20,4,7,15,0
189,10,1,7,13,0
104,10,5,6,16,0
80,20,0,4,14,0
199,28,9,1,10,0
398,16,5,4,12,0
450,23,2,4,5,0
141,20,2,1,16,0
148,1,6,9,11,0
284,11,3,0,3,0
111,13,4,4,9,0
477,25,5,5,17,0
292,18,9,6,18,0
38,5,5,1,6,0
27,4,1,5,11,0
430,24,2,7,10,0
454,6,0,5,2,0
253,15,2,2,1,0
184,23,7,2,1,0
98,2,3,6,1,0
29,4,1,1,14,0
335,14,3,2,3,0
365,4,6,6,2,0
442,28,8,8,16,0
408,29,4,0,1,0
27,18,4,4,9,0
47,26,4,1,6,0
385,20,9,4,8,0
98,16,8,5,19,0
349,9,6,7,14,0
159,8,2,6,7,0
213,11,1,4,16,0
242,14,8,4,10,0
113,17,2,1,15,0
453,13,7,5,17,0
120,8,3,2,3,0
234,14,4,5,17,0
230,11,7,2,19,0
459,9,4,1,7,0
35,8,9,7,14,0
73,14,1,3,12,0
263,15,5,4,3,0
258,26,6,8,13,0
233,1,0,3,14,0
323,24,9,0,14,0
140,12,8,5,4,0
39,5,5,4,14,0
284,25,3,9,17,0
19,14,1,2,2,0
98,25,8,4,19,0
439,22,5,7,9,0
156,16,8,0,4,0
136,19,1,3,4,0
195,28,4,2,14,0
133,16,5,3,0,0
116,7,4,1,0,0
350,3,5,1,15,0
15,23,2,1,16,0
60,8,8,2,13,0
407,21,1,8,14,0
323,21,1,4,13,0
145,14,4,3,1,0
11,20,9,3,2,0
27,3,2,2,11,0
258,28,1,8,1,0
479,24,5,9,7,0
194,11,5,0,11,0
231,22,6,5,8,0
237,14,3,3,13,0
357,22,7,7,5,0
428,2,2,6,16,0
203,4,9,2,10,0
321,21,0,4,18,0
493,27,4,3,12,0
219,26,5,3,2,0
308,5,2,9,2,0
338,19,1,7,13,0
485,10,2,8,7,0
81,21,2,3,6,0
126,21,6,1,3,0
273,2,0,0,2,0
14,21,3,9,18,0
278,3,2,3,1,0
16,15,9,7,4,0
30,19,6,4,11,0
486,21,0,1,1,0
46,25,7,3,17,0
182,2,9,3,14,0
445,25,6,9,15,0
441,3,7,4,11,0
71,29,7,1,11,0
215,12,8,6,3,0
110,23,0,4,7,0
128,28,8,3,10,0
188,14,0,7,3,0
141,17,2,1,11,0
385,16,6,0,9,0
351,17,7,5,8,0
449,24,4,9,15,0
84,9,0,9,3,0
299,3,2,7,16,0
54,22,6,6,17,0
153,14,1,8,6,0
146,3,1,0,8,0
217,6,8,2,5,0
240,23,5,8,19,0
281,21,3,4,2,0
104,19,9,5,14,0
424,24,8,6,0,0
406,13,6,2,16,0
393,5,6,6,8,0
270,1,7,2,1,0
388,12,2,5,5,0
136,15,1,7,15,0
440,25,0,6,12,0
176,19,1,4,5,0
27,2,2,5,14,0
157,3,4,3,4,0
256,7,7,1,16,0
139,28,2,6,8,0
305,11,6,3,12,0
423,28,4,5,6,0
275,10,4,9,15,0
329,8,7,1,7,0
51,2,9,1,17,0
212,14,4,5,4,0
190,13,9,7,12,0
358,7,6,0,6,0
190,27,9,9,19,0
305,21,7,6,12,0
153,9,7,5,1,0
441,7,2,4,18,0
390,1,3,9,13,0
70,1,7,7,13,0
485,6,4,0,8,0
218,25,0,4,3,0
175,1,6,5,16,0
379,16,2,3,19,0
309,3,1,9,15,0
152,13,9,9,7,0
360,21,4,1,14,0
70,4,0,7,17,0
272,17,8,4,9,0
133,10,9,9,3,0
247,4,4,5,6,0
39,20,5,8,16,0
429,27,6,1,7,0
264,12,8,4,0,0
378,26,4,0,9,0
99,13,3,2,14,0
148,4,2,5,5,0
388,16,4,7,9,0
463,19,9,4,0,0
371,7,9,3,5,0
422,1,2,4,12,0
357,16,4,3,2,0
216,2,7,1,11,0
102,1,1,0,14,0
143,14,3,7,6,0
377,20,7,0,5,0
213,5,4,1,8,0
316,27,7,4,15,0
345,15,5,7,11,0
119,10,0,9,8,0
47,21,4,2,7,0
466,2,9,8,4,0
31,11,1,5,2,0
234,16,6,2,3,0
355,19,9,9,10,0
447,4,3,6,9,0
177,10,1,6,7,0
144,22,0,6,8,0
119,22,4,3,12,0
233,12,9,5,18,0
177,2,7,2,10,0
116,2,7,3,2,0
389,9,9,2,0,0
33,12,1,2,13,0
306,2,5,0,18,0
316,18,6,4,0,0
432,16,9,2,11,0
367,19,0,0,13,0
379,15,4,8,14,0
494,25,5,3,6,0
220,16,6,8,3,0
180,6,8,1,13,0
78,27,2,1,17,0
231,15,7,3,15,0
452,12,9,3,13,0
162,22,2,4,10,0
359,12,8,0,5,0
385,10,7,4,14,0
290,21,8,9,9,0
210,15,4,1,11,0
228,23,8,4,8,0
417,27,2,9,16,0
455,4,6,9,17,0
113,10,2,5,10,0
308,26,5,2,5,0
324,19,7,3,18,0
319,23,1,4,1,0
495,14,7,5,19,0
344,10,0,8,12,0
239,17,3,8,8,0
419,22,6,5,11,0
63,29,0,0,15,0
198,27,5,5,18,0
231,27,9,9,1,0
84,11,5,2,15,0
358,18,6,4,4,0
472,2,8,4,16,0
181,11,6,9,5,0
402,8,2,3,6,0
51,19,3,2,5,0
166,25,0,0,2,0
344,16,4,6,14,0
90,4,6,7,15,0
217,14,2,4,16,0
323,22,5,7,8,0
95,17,2,3,8,0
241,11,3,7,16,0
456,26,4,2,6,0
186,26,5,7,1,0
116,3,5,5,5,0
148,4,0,8,9,0
111,21,7,4,16,0
482,13,2,0,13,0
319,17,3,7,2,0
39,20,7,2,15,0
203,21,4,4,15,0
330,20,5,1,4,0
253,10,0,6,15,0
495,26,7,4,4,0
323,23,4,6,4,0
194,24,0,6,5,0
302,12,6,4,17,0
256,8,1,4,11,0
127,3,5,8,6,0
447,29,2,2,16,0
82,21,5,7,9,0
78,10,8,0,8,0
251,24,5,3,8,0
161,7,0,1,10,0
328,25,5,2,13,0
484,29,2,5,4,0
103,10,3,3,6,0
444,7,3,0,16,0
280,18,8,4,8,0
440,20,7,2,18,0
466,28,6,1,12,0
439,14,4,3,8,0
238,12,9,3,12,0
39,8,3,2,13,0
122,25,2,4,7,0
344,7,0,4,13,0
157,5,8,7,12,0
66,1,7,9,9,0
186,15,0,6,1,0
321,9,1,8,11,0
65,12,0,6,15,0
418,22,0,1,6,0
274,18,8,2,1,0
246,11,4,5,15,0
287,10,2,0,5,0
86,10,1,7,15,0
430,18,7,6,12,0
133,26,7,5,9,0
37,1,5,4,19,0
151,28,1,9,8,0
167,20,0,4,1,0
176,26,5,7,15,0
194,11,0,7,2,0
398,29,5,2,1,0
21,2,9,8,9,1
428,26,1,2,19,0
178,11,6,9,4,0
328,25,9,7,7,0
435,2,1,6,11,0
390,27,1,8,3,0
458,9,5,8,13,0
458,1,3,0,14,0
115,23,5,0,2,0
263,6,7,2,14,0
436,22,9,6,3,0
453,2,2,2,14,0
413,15,4,2,8,0
107,1,4,3,17,0
128,26,9,7,12,0
235,24,8,0,8,0
456,24,6,3,3,0
384,18,8,3,12,0
161,4,7,7,9,0
485,29,2,6,7,0
212,13,1,3,13,0
465,4,2,7,15,0
172,15,5,2,18,0
306,2,9,9,6,0
131,27,3,6,11,0
25,9,0,8,12,0
387,12,9,5,14,0
345,14,9,3,14,0
115,20,8,3,17,0
271,4,5,0,1,0
29,15,0,5,13,0
449,4,2,2,19,0
253,5,0,2,6,0
253,10,8,0,19,0
468,12,3,6,1,0
401,12,1,8,1,0
221,8,3,2,4,0
233,4,1,6,2,0
362,3,5,8,2,0
271,27,5,2,0,0
229,1,6,8,18,0
17,18,8,1,19,0
455,20,8,2,11,0
23,25,3,3,5,0
396,14,8,6,19,0
139,17,7,8,5,0
31,6,0,0,12,0
234,6,6,8,9,0
244,10,6,9,0,0
350,19,9,4,15,0
463,10,3,3,13,0
497,25,6,5,17,0
208,26,9,9,13,0
143,3,9,4,9,0
187,1,4,4,19,0
53,18,4,4,4,0
17,15,4,7,1,0
289,20,5,9,16,0
36,4,6,7,0,1
446,18,4,9,0,0
60,10,8,3,5,0
421,22,8,8,6,0
452,22,6,7,6,0
78,19,9,5,15,0
476,17,2,1,18,0
466,10,3,8,8,0
290,25,3,5,0,0
53,4,6,7,17,0
184,25,1,5,6,0
128,5,4,4,17,0
374,7,3,6,9,0
385,19,9,3,19,0
278,19,8,9,1,0
190,8,0,2,10,0
62,1,9,6,17,0
302,24,2,1,10,0
200,8,5,9,13,0
203,19,3,2,12,0
380,17,2,0,0,0
49,9,5,0,9,0
87,20,2,1,14,0
198,23,6,0,18,0
104,16,0,1,16,0
399,9,8,0,9,0
34,19,9,2,7,0
112,16,1,8,6,0
311,21,3,8,17,0
168,26,5,7,3,0
367,27,5,8,5,0
217,13,7,3,1,0
456,19,7,7,12,0
356,5,3,4,11,0
103,27,5,3,4,0
333,2,8,3,18,0
48,4,6,1,1,1
345,12,7,9,10,0
173,18,7,8,7,0
400,3,1,8,3,0
350,21,6,0,3,0
331,25,2,3,10,0
64,19,6,8,13,0
81,26,1,3,8,0
51,22,0,1,19,0
420,4,8,1,13,0
395,4,9,9,2,0
335,16,9,8,12,0
141,11,0,3,13,0
30,29,0,0,16,0
10,26,2,0,2,0
175,26,0,0,14,0
69,13,6,7,1,0
85,21,6,0,9,0
100,11,7,4,14,0
407,7,1,8,18,0
216,27,6,3,11,0
97,14,8,8,16,0
91,4,9,4,15,0
26,8,4,8,7,0
338,12,9,1,4,0
440,13,2,7,14,0
219,25,8,6,7,0
321,9,0,6,17,0
392,9,2,2,7,0
62,2,1,9,18,0
137,3,1,1,16,0
155,21,2,9,3,0
462,12,9,0,3,0
313,17,6,0,19,0
402,4,5,6,19,0
319,27,8,8,8,0
428,14,9,0,13,0
257,21,9,9,0,0
439,9,2,3,8,0
10,8,4,1,12,0
50,1,8,7,17,0
82,13,2,8,9,0
169,28,7,2,3,0
221,3,8,2,14,0
342,14,6,6,3,0
305,19,5,8,19,0
148,27,5,6,10,0
455,6,5,6,11,0
439,4,4,1,12,0
313,20,6,0,1,0
52,1,6,1,7,0
188,28,6,5,3,0
198,10,2,9,8,0
255,13,5,7,1,0
307,12,8,7,4,0
163,11,8,5,4,0
113,4,3,1,3,0
20,17,8,8,18,0
34,15,1,9,8,0
305,21,7,3,11,0
34,29,1,4,2,0
93,3,4,0,4,0
115,29,5,8,1,0
250,10,1,9,12,0
128,21,8,0,6,0
468,14,5,6,7,0
117,19,7,8,19,0
339,21,3,2,10,0
189,4,2,1,11,0
378,25,3,9,17,0
140,14,0,7,17,0
304,6,0,3,15,0
100,12,7,0,19,0
428,26,0,7,5,0
250,2,4,5,17,0
256,17,9,5,16,0
177,1,8,3,17,0
232,17,2,5,2,0
478,25,9,1,8,0
287,5,1,5,6,0
199,16,4,1,6,0
28,14,1,5,18,0
23,20,9,8,0,0
494,10,0,6,0,0
252,21,8,3,0,0
118,25,9,0,10,0
443,3,8,8,17,0
199,3,0,0,12,0
480,28,3,4,14,0
227,18,4,6,16,0
308,24,1,9,9,0
320,23,8,9,7,0
245,18,8,5,8,0
177,4,8,2,18,0
277,7,7,7,17,0
202,1,5,6,7,0
251,16,0,8,4,0
171,17,9,0,13,0
373,8,4,7,12,0
348,6,7,3,0,0
288,2,3,6,10,0
464,26,7,6,11,0
144,10,5,3,5,0
202,17,0,7,11,0
411,19,0,0,2,0
401,28,2,4,7,0
98,4,0,3,1,0
51,13,3,3,5,0
102,21,2,2,2,0
224,27,6,0,6,0
358,26,8,4,15,0
10,19,6,7,16,0
344,16,4,9,11,0
408,13,0,5,14,0
421,5,4,0,13,0
173,12,0,4,0,0
115,7,5,5,11,0
241,27,7,8,19,0
489,9,6,8,19,0
55,5,0,4,13,0
214,4,7,2,15,0
30,10,8,5,14,0
186,16,9,7,7,0
176,11,1,4,0,0
303,29,0,7,12,0
274,9,5,0,2,0
285,24,3,7,11,0
349,5,6,1,6,0
17,25,2,6,7,0
279,11,2,1,16,0
327,9,7,2,17,0
221,17,6,4,9,0
172,28,4,9,14,0
320,22,2,6,9,0
54,11,0,8,8,0
414,21,2,4,0,0
242,6,8,0,4,0
62,26,0,2,14,0
242,16,4,4,13,0
447,19,3,2,10,0
351,14,5,7,16,0
180,3,1,7,13,0
15,10,3,0,5,0
448,21,8,7,3,0
53,23,4,3,12,0
100,4,7,5,16,0
205,22,1,9,11,0
13,21,8,7,11,0
130,2,6,1,3,0
72,13,6,7,1,0
101,11,1,6,19,0
256,12,7,3,5,0
228,1,8,4,5,0
451,22,9,5,0,0
447,21,4,2,10,0
346,9,2,1,11,0
240,12,2,1,3,0
303,7,5,3,15,0
197,17,0,6,18,0
317,29,9,0,10,0
422,10,8,0,10,0
177,6,5,3,12,0
464,27,8,8,12,0
273,7,2,4,7,0
114,19,9,0,10,0
490,14,2,2,15,0
233,25,9,5,12,0
428,27,6,2,2,0
475,11,6,5,10,0
124,2,3,5,7,0
388,1,7,4,9,0
244,26,1,9,17,0
281,10,0,4,16,0
283,12,0,8,6,0
452,9,1,2,17,0
239,23,5,9,9,0
226,26,7,6,19,0
